N T LP_floor IP_lower LP_upper dual_sortedness
42958 14320 42949 42956 42956.27791411 sorted
42959 14320 42951 42957 42957.39202454 sorted
42960 14320 42951 42958 42958.50674847 sorted
42961 14321 42954 42959 42959.21104294 sorted
42962 14321 42953 42960 42960.28343558 sorted
42963 14321 42956 42961 42961.39815951 sorted
42964 14322 42957 42962 42962.29447853 sorted
42965 14322 42956 42963 42963.40797546 sorted
42966 14322 42960 42964 42964.52269939 sorted
42967 14323 42958 42965 42965.18213888 sorted
42968 14323 42959 42966 42966.29613814 sorted
42969 14323 42962 42967 42967.41088006 sorted
42970 14324 42962 42968 42968.28945414 sorted
42971 14324 42962 42969 42969.40308206 sorted
42972 14324 42962 42970 42970.51782399 sorted
42973 14325 42965 42971 42971.34812477 sorted
42974 14325 42965 42972 42972.42053472 sorted
42975 14325 42967 42973 42973.53527664 sorted
42976 14326 42967 42974 42974.38742331 sorted
42977 14326 42968 42975 42975.49294479 sorted
42978 14326 42970 42976 42976.60766871 sorted
42979 14327 42970 42977 42977.35364238 sorted
42980 14327 42972 42978 42978.46754967 sorted
42981 14327 42973 42979 42979.58233996 sorted
42982 14328 42974 42980 42980.43752759 sorted
42983 14328 42977 42981 42981.55011038 sorted
42984 14328 42976 42982 42982.66490066 sorted
42985 14329 42977 42983 42983.56909492 sorted
42986 14329 42978 42984 42984.64150110 sorted
42987 14329 42979 42985 42985.75629139 sorted
42988 14330 42981 42986 42986.45562485 sorted
42989 14330 42982 42987 42987.45562485 sorted
42990 14330 42984 42988 42988.57052051 sorted
42991 14331 42983 42989 42989.37526985 sorted
42992 14331 42985 42990 42990.47769249 sorted
42993 14331 42985 42991 42991.59258815 sorted
42994 14332 42987 42992 42992.41208923 sorted
42995 14332 42988 42993 42993.50779563 sorted
42996 14332 42989 42994 42994.62269129 sorted
42997 14333 42988 42995 42995.45658431 sorted
42998 14333 42989 42996 42996.52902375 sorted
42999 14333 42990 42997 42997.64391941 sorted
43000 14334 42991 42998 42998.44914848 sorted
43001 14334 42995 42999 42999.53741905 sorted
43002 14334 42996 43000 43000.65231470 sorted
43003 14335 42995 43001 43001.36735428 sorted
43004 14335 42998 43002 43002.47793236 sorted
43005 14335 42997 43003 43003.59282802 sorted
43006 14336 42997 43004 43004.28573585 sorted
43007 14336 42999 43005 43005.39683019 sorted
43008 14336 43001 43006 43006.51184906 sorted
43009 14337 43002 43007 43007.62430189 sorted
43010 14337 43004 43008 43008.73871698 sorted
43011 14337 43005 43009 43009.85358491 sorted
43012 14338 43006 43010 43010.92226415 sorted
43013 14338 43007 43011 43011.92226415 sorted
43014 14338 43008 43013 43013.03713208 sorted
43015 14339 43007 43013 43013.86287062 sorted
43016 14339 43009 43014 43014.97641509 sorted
43017 14339 43011 43016 43016.09130728 sorted
43018 14340 43010 43016 43016.90296496 sorted
43019 14340 43011 43017 43017.90296496 sorted
43020 14340 43012 43019 43019.01785714 sorted
43021 14341 43013 43019 43019.82008086 sorted
43022 14341 43015 43020 43020.93362534 sorted
43023 14341 43016 43022 43022.04851752 sorted
43024 14342 43017 43022 43022.93362534 sorted
43025 14342 43018 43024 43024.04009434 sorted
43026 14342 43020 43025 43025.15498652 sorted
43027 14343 43018 43025 43025.63177041 sorted
43028 14343 43020 43026 43026.74454325 sorted
43029 14343 43021 43027 43027.85933711 sorted
43030 14344 43021 43028 43028.69320938 sorted
43031 14344 43023 43029 43029.80113177 sorted
43032 14344 43025 43030 43030.91592563 sorted
43033 14345 43023 43031 43031.57359813 sorted
43034 14345 43025 43032 43032.64602804 sorted
43035 14345 43026 43033 43033.76051402 sorted
43036 14346 43027 43034 43034.77526273 sorted
43037 14346 43028 43035 43035.77526273 sorted
43038 14346 43029 43036 43036.89005659 sorted
43039 14347 43032 43037 43037.69684721 sorted
43040 14347 43031 43038 43038.81002425 sorted
43041 14347 43032 43039 43039.92481811 sorted
43042 14348 43033 43040 43040.78011318 sorted
43043 14348 43035 43041 43041.89531124 sorted
43044 14348 43037 43043 43043.01010509 sorted
43045 14349 43038 43043 43043.78618063 sorted
43046 14349 43039 43044 43044.85854189 sorted
43047 14349 43039 43045 43045.97334059 sorted
43048 14350 43039 43046 43046.80631121 sorted
43049 14350 43041 43047 43047.80631121 sorted
43050 14350 43041 43048 43048.92110990 sorted
43051 14351 43042 43049 43049.60068054 sorted
43052 14351 43045 43050 43050.71437150 sorted
43053 14351 43045 43051 43051.82926341 sorted
43054 14352 43045 43052 43052.24607013 sorted
43055 14352 43046 43053 43053.35973398 sorted
43056 14352 43047 43054 43054.47581620 sorted
43057 14353 43050 43055 43055.56408706 sorted
43058 14353 43050 43056 43056.63663845 sorted
43059 14353 43051 43057 43057.75151149 sorted
43060 14354 43051 43058 43058.46795647 sorted
43061 14354 43051 43059 43059.58162031 sorted
43062 14354 43054 43060 43060.69649335 sorted
43063 14355 43054 43061 43061.44256348 sorted
43064 14355 43056 43062 43062.55622733 sorted
43065 14355 43055 43063 43063.67110036 sorted
43066 14356 43057 43064 43064.65175333 sorted
43067 14356 43055 43065 43065.65175333 sorted
43068 14356 43060 43066 43066.76662636 sorted
43069 14357 43060 43067 43067.67593712 sorted
43070 14357 43062 43068 43068.78960097 sorted
43071 14357 43065 43069 43069.90447400 sorted
43072 14358 43063 43070 43070.66142684 sorted
43073 14358 43066 43071 43071.76541717 sorted
43074 14358 43066 43072 43072.88029021 sorted
43075 14359 43068 43073 43073.70374849 sorted
43076 14359 43070 43074 43074.81741233 sorted
43077 14359 43070 43075 43075.93228537 sorted
43078 14360 43070 43076 43076.57557437 sorted
43079 14360 43070 43077 43077.68561064 sorted
43080 14360 43071 43078 43078.80048368 sorted
43081 14361 43071 43079 43079.76602177 sorted
43082 14361 43075 43080 43080.87726723 sorted
43083 14361 43074 43081 43081.99214027 sorted
43084 14362 43077 43082 43082.79262394 sorted
43085 14362 43077 43083 43083.90386941 sorted
43086 14362 43077 43085 43085.01874244 sorted
43087 14363 43078 43085 43085.65675222 sorted
43088 14363 43081 43086 43086.75917486 sorted
43089 14363 43081 43087 43087.87407052 sorted
43090 14364 43082 43088 43088.53022308 sorted
43091 14364 43084 43089 43089.64200048 sorted
43092 14364 43084 43090 43090.75689614 sorted
43093 14365 43085 43091 43091.34599156 sorted
43094 14365 43086 43092 43092.45780591 sorted
43095 14365 43085 43093 43093.57383966 sorted
43096 14366 43088 43094 43094.67651196 sorted
43097 14366 43088 43095 43095.78902954 sorted
43098 14366 43089 43096 43096.90365682 sorted
43099 14367 43090 43097 43097.69338959 sorted
43100 14367 43092 43098 43098.80590717 sorted
43101 14367 43091 43099 43099.92053446 sorted
43102 14368 43093 43100 43100.75879044 sorted
43103 14368 43094 43101 43101.75879044 sorted
43104 14368 43096 43102 43102.87341772 sorted
43105 14369 43099 43103 43103.71659634 sorted
43106 14369 43100 43104 43104.82419128 sorted
43107 14369 43100 43105 43105.93881857 sorted
43108 14370 43102 43106 43106.83333333 sorted
43109 14370 43101 43107 43107.93881857 sorted
43110 14370 43104 43109 43109.05344585 sorted
43111 14371 43104 43109 43109.84106892 sorted
43112 14371 43104 43110 43110.95428973 sorted
43113 14371 43106 43112 43112.06891702 sorted
43114 14372 43106 43112 43112.84599156 sorted
43115 14372 43107 43113 43113.94163150 sorted
43116 14372 43110 43115 43115.05625879 sorted
43117 14373 43109 43115 43115.77777778 sorted
43118 14373 43110 43116 43116.85021097 sorted
43119 14373 43112 43117 43117.96483826 sorted
43120 14374 43113 43118 43118.77566807 sorted
43121 14374 43113 43119 43119.89099859 sorted
43122 14374 43115 43121 43121.00562588 sorted
43123 14375 43115 43121 43121.86427567 sorted
43124 14375 43116 43122 43122.93670886 sorted
43125 14375 43118 43124 43124.05133615 sorted
43126 14376 43117 43125 43125.06599305 sorted
43127 14376 43118 43126 43126.17966530 sorted
43128 14376 43120 43127 43127.29444269 sorted
43129 14377 43121 43128 43128.15866751 sorted
43130 14377 43121 43129 43129.27155036 sorted
43131 14377 43122 43130 43130.38632775 sorted
43132 14378 43123 43131 43131.19292706 sorted
43133 14378 43124 43132 43132.19292706 sorted
43134 14378 43126 43133 43133.30770445 sorted
43135 14379 43126 43134 43134.11969112 sorted
43136 14379 43126 43135 43135.23407336 sorted
43137 14379 43128 43136 43136.34893822 sorted
43138 14380 43130 43137 43137.15202703 sorted
43139 14380 43131 43138 43138.26496139 sorted
43140 14380 43131 43139 43139.37982625 sorted
43141 14381 43132 43140 43140.14961390 sorted
43142 14381 43135 43141 43141.26399614 sorted
43143 14381 43135 43142 43142.37886100 sorted
43144 14382 43136 43142 43142.99705882 sorted
43145 14382 43137 43144 43144.09253394 sorted
43146 14382 43136 43145 43145.20746606 sorted
43147 14383 43139 43146 43146.00336091 sorted
43148 14383 43140 43147 43147.11814891 sorted
43149 14383 43140 43148 43148.23293692 sorted
43150 14384 43142 43149 43149.03619442 sorted
43151 14384 43143 43150 43150.03619442 sorted
43152 14384 43144 43151 43151.15124095 sorted
43153 14385 43144 43152 43152.25698035 sorted
43154 14385 43145 43153 43153.32936918 sorted
43155 14385 43146 43154 43154.44415719 sorted
43156 14386 43149 43155 43155.18872802 sorted
43157 14386 43149 43156 43156.30144778 sorted
43158 14386 43151 43157 43157.41623578 sorted
43159 14387 43151 43158 43158.16184074 sorted
43160 14387 43153 43159 43159.27559462 sorted
43161 14387 43153 43160 43160.39038263 sorted
43162 14388 43153 43161 43161.28076525 sorted
43163 14388 43155 43162 43162.38934850 sorted
43164 14388 43156 43163 43163.50413650 sorted
43165 14389 43158 43164 43164.41106515 sorted
43166 14389 43159 43165 43165.52456050 sorted
43167 14389 43160 43166 43166.63934850 sorted
43168 14390 43162 43167 43167.53619442 sorted
43169 14390 43163 43168 43168.64684592 sorted
43170 14390 43163 43169 43169.76163392 sorted
43171 14391 43165 43170 43170.56928645 sorted
43172 14391 43165 43171 43171.68200620 sorted
43173 14391 43165 43172 43172.79679421 sorted
43174 14392 43168 43173 43173.17371938 sorted
43175 14392 43169 43174 43174.28841871 sorted
43176 14392 43170 43175 43175.40311804 sorted
43177 14393 43170 43176 43176.12249443 sorted
43178 14393 43170 43177 43177.19487751 sorted
43179 14393 43173 43178 43178.30957684 sorted
43180 14394 43172 43179 43179.09758551 sorted
43181 14394 43172 43180 43180.20925553 sorted
43182 14394 43176 43181 43181.32394366 sorted
43183 14395 43175 43182 43182.14839034 sorted
43184 14395 43176 43183 43183.25100604 sorted
43185 14395 43176 43184 43184.36569416 sorted
43186 14396 43180 43185 43185.19265594 sorted
43187 14396 43179 43186 43186.29728370 sorted
43188 14396 43178 43187 43187.41197183 sorted
43189 14397 43183 43188 43188.37472160 sorted
43190 14397 43181 43189 43189.48663697 sorted
43191 14397 43184 43190 43190.60133630 sorted
43192 14398 43184 43191 43191.43318486 sorted
43193 14398 43187 43192 43192.54510022 sorted
43194 14398 43187 43193 43193.65979955 sorted
43195 14399 43190 43194 43194.46659243 sorted
43196 14399 43187 43195 43195.53897550 sorted
43197 14399 43188 43196 43196.65367483 sorted
43198 14400 43189 43197 43197.51635514 sorted
43199 14400 43191 43198 43198.61565420 sorted
43200 14400 43193 43199 43199.73014019 sorted
43201 14401 43196 43200 43200.73014019 sorted
43202 14401 43196 43201 43201.80257009 sorted
43203 14401 43198 43202 43202.91705607 sorted
43204 14402 43197 43203 43203.80724299 sorted
43205 14402 43199 43204 43204.90303738 sorted
43206 14402 43201 43206 43206.01752336 sorted
43207 14403 43201 43206 43206.78854436 sorted
43208 14403 43200 43207 43207.90137812 sorted
43209 14403 43202 43209 43209.01593454 sorted
43210 14404 43204 43209 43209.85960379 sorted
43211 14404 43205 43210 43210.94832041 sorted
43212 14404 43206 43212 43212.06287683 sorted
43213 14405 43205 43212 43212.77174849 sorted
43214 14405 43207 43213 43213.88630491 sorted
43215 14405 43208 43215 43215.00086133 sorted
43216 14406 43207 43215 43215.75176678 sorted
43217 14406 43209 43216 43216.86130742 sorted
43218 14406 43210 43217 43217.97614841 sorted
43219 14407 43212 43219 43219.08215548 sorted
43220 14407 43211 43220 43220.19169611 sorted
43221 14407 43213 43221 43221.30653710 sorted
43222 14408 43212 43222 43222.16166078 sorted
43223 14408 43214 43223 43223.16166078 sorted
43224 14408 43215 43224 43224.27650177 sorted
43225 14409 43215 43225 43225.09363958 sorted
43226 14409 43218 43226 43226.16607774 sorted
43227 14409 43217 43227 43227.28091873 sorted
43228 14410 43220 43228 43228.10865724 sorted
43229 14410 43222 43229 43229.22261484 sorted
43230 14410 43222 43230 43230.33745583 sorted
43231 14411 43223 43231 43231.13932172 sorted
43232 14411 43223 43232 43232.25481210 sorted
43233 14411 43226 43233 43233.36938588 sorted
43234 14412 43227 43234 43234.22456462 sorted
43235 14412 43226 43235 43235.31989001 sorted
43236 14412 43229 43236 43236.43446379 sorted
43237 14413 43228 43237 43237.13748854 sorted
43238 14413 43231 43238 43238.24839597 sorted
43239 14413 43233 43239 43239.36296975 sorted
43240 14414 43233 43239 43239.86533816 sorted
43241 14414 43234 43240 43240.97041063 sorted
43242 14414 43234 43242 43242.08514493 sorted
43243 14415 43234 43242 43242.94504831 sorted
43244 14415 43236 43244 43244.05797101 sorted
43245 14415 43238 43245 43245.17270531 sorted
43246 14416 43236 43245 43245.93665817 sorted
43247 14416 43237 43247 43247.04987259 sorted
43248 14416 43240 43248 43248.16490717 sorted
43249 14417 43241 43249 43249.27702949 sorted
43250 14417 43243 43250 43250.39024390 sorted
43251 14417 43243 43251 43251.50491445 sorted
43252 14418 43243 43252 43252.30506007 sorted
43253 14418 43245 43253 43253.41936658 sorted
43254 14418 43246 43254 43254.53403713 sorted
43255 14419 43247 43255 43255.31998544 sorted
43256 14419 43248 43256 43256.42264288 sorted
43257 14419 43249 43257 43257.53731343 sorted
43258 14420 43249 43258 43258.43319985 sorted
43259 14420 43251 43259 43259.54568620 sorted
43260 14420 43252 43260 43260.66035675 sorted
43261 14421 43254 43261 43261.29685112 sorted
43262 14421 43257 43262 43262.41118924 sorted
43263 14421 43257 43263 43263.52583308 sorted
43264 14422 43258 43264 43264.10159011 sorted
43265 14422 43257 43265 43265.21378092 sorted
43266 14422 43260 43266 43266.32862191 sorted
43267 14423 43260 43267 43267.18462898 sorted
43268 14423 43262 43268 43268.29858657 sorted
43269 14423 43263 43269 43269.41342756 sorted
43270 14424 43263 43270 43270.29151943 sorted
43271 14424 43264 43271 43271.29151943 sorted
43272 14424 43265 43272 43272.40636042 sorted
43273 14425 43265 43273 43273.23591549 sorted
43274 14425 43265 43274 43274.34909457 sorted
43275 14425 43268 43275 43275.46378270 sorted
43276 14426 43270 43276 43276.27296820 sorted
43277 14426 43270 43277 43277.37279152 sorted
43278 14426 43272 43278 43278.48763251 sorted
43279 14427 43272 43279 43279.34628975 sorted
43280 14427 43274 43280 43280.45936396 sorted
43281 14427 43275 43281 43281.57420495 sorted
43282 14428 43276 43282 43282.29777070 sorted
43283 14428 43277 43283 43283.29777070 sorted
43284 14428 43278 43284 43284.41242038 sorted
43285 14429 43280 43285 43285.24601911 sorted
43286 14429 43280 43286 43286.35589172 sorted
43287 14429 43281 43287 43287.47054140 sorted
43288 14430 43280 43288 43288.24144869 sorted
43289 14430 43283 43289 43289.35362173 sorted
43290 14430 43283 43290 43290.46830986 sorted
43291 14431 43283 43291 43291.09523082 sorted
43292 14431 43285 43292 43292.20834607 sorted
43293 14431 43286 43293 43293.32298991 sorted
43294 14432 43287 43294 43294.17808010 sorted
43295 14432 43289 43295 43295.28936105 sorted
43296 14432 43289 43296 43296.40400489 sorted
43297 14433 43289 43297 43297.34198113 sorted
43298 14433 43291 43298 43298.41430818 sorted
43299 14433 43292 43299 43299.52908805 sorted
43300 14434 43293 43300 43300.40172956 sorted
43301 14434 43296 43301 43301.51729560 sorted
43302 14434 43297 43302 43302.63207547 sorted
43303 14435 43298 43303 43303.40094340 sorted
43304 14435 43297 43304 43304.50314465 sorted
43305 14435 43298 43305 43305.61792453 sorted
43306 14436 43300 43306 43306.44811321 sorted
43307 14436 43300 43307 43307.56210692 sorted
43308 14436 43302 43308 43308.67688679 sorted
43309 14437 43300 43309 43309.45047170 sorted
43310 14437 43302 43310 43310.56525157 sorted
43311 14437 43305 43311 43311.68003145 sorted
43312 14438 43305 43312 43312.56525157 sorted
43313 14438 43308 43313 43313.56525157 sorted
43314 14438 43309 43314 43314.68003145 sorted
43315 14439 43310 43315 43315.52122642 sorted
43316 14439 43310 43316 43316.63443396 sorted
43317 14439 43312 43317 43317.74921384 sorted
43318 14440 43311 43318 43318.59355346 sorted
43319 14440 43313 43319 43319.59355346 sorted
43320 14440 43313 43320 43320.70833333 sorted
43321 14441 43311 43321 43321.10534591 sorted
43322 14441 43316 43322 43322.17767296 sorted
43323 14441 43316 43323 43323.29245283 sorted
43324 14442 43319 43324 43324.06761006 sorted
43325 14442 43316 43325 43325.17452830 sorted
43326 14442 43318 43326 43326.28930818 sorted
43327 14443 43320 43326 43326.56918239 sorted
43328 14443 43320 43327 43327.68081761 sorted
43329 14443 43320 43328 43328.79559748 sorted
